ensembl_id	log2FoldChange	pvalue	padj	symbol	description
ENSG00000168411	0.057284381	0.387116824	0.581040579	RFWD3	ring finger and WD repeat domain 3
ENSG00000168421	0.006400659	0.949750541	0.969916088	RHOH	ras homolog family member H
ENSG00000168427	0.175101434	0.185358805	0.356879756	KLHL30	kelch like family member 30
ENSG00000168434	0.097815501	0.11057753	0.251687584	COG7	component of oligomeric golgi complex 7
ENSG00000168438	-0.111449748	0.194789308	0.371692028	CDC40	cell division cycle 40
ENSG00000168439	-0.020154717	0.784308754	0.88065846	STIP1	stress induced phosphoprotein 1
ENSG00000168447	-0.711028385	0.001827371	0.0122408	SCNN1B	sodium channel epithelial 1 subunit beta
ENSG00000168453	-0.136679367	0.264658151	0.45591563	HR	HR lysine demethylase and nuclear receptor corepressor
ENSG00000168461	0.498223432	0.000104238	0.001276828	RAB31	"RAB31, member RAS oncogene family"
ENSG00000168476	0.156378791	0.088087737	0.215265422	REEP4	receptor accessory protein 4
ENSG00000168477	-0.074460745	0.546998251	0.716358711	TNXB	tenascin XB
ENSG00000168481	0.107587697	0.278427357	0.471175642	LGI3	leucine rich repeat LGI family member 3
ENSG00000168484	-0.076763941	0.213833975	0.396149981	SFTPC	surfactant protein C
ENSG00000168487	-0.034194123	0.721195697	0.84242542	BMP1	bone morphogenetic protein 1
ENSG00000168488	-0.024458926	0.740709054	0.856508745	ATXN2L	ataxin 2 like
ENSG00000168490	-0.151009472	0.230417664	0.412866036	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein
ENSG00000168491	-0.249355801	0.05960826	0.163224823	CCDC110	coiled-coil domain containing 110
ENSG00000168495	-0.070266179	0.428138831	0.617558663	POLR3D	RNA polymerase III subunit D
ENSG00000168496	-0.059940576	0.500413012	0.67863938	FEN1	flap structure-specific endonuclease 1
ENSG00000168497	-0.313859938	0.029429679	0.098426247	CAVIN2	caveolae associated protein 2
ENSG00000168502	0.426919811	0.005932819	0.030151965	MTCL1	microtubule crosslinking factor 1
ENSG00000168505	1.192962215	3.68E-05	0.000559533	GBX2	gastrulation brain homeobox 2
ENSG00000168509	-0.040013866	0.703024015	0.830327055	HJV	hemojuvelin BMP co-receptor
ENSG00000168517	0.167811516	0.054043521	0.152034011	HEXIM2	HEXIM P-TEFb complex subunit 2
ENSG00000168522	0.08506189	0.307872182	0.502023156	FNTA	"farnesyltransferase, CAAX box, alpha"
ENSG00000168528	-0.107828726	0.332741603	0.52757704	SERINC2	serine incorporator 2
ENSG00000168538	0.270881277	0.000284205	0.002806368	TRAPPC11	trafficking protein particle complex subunit 11
ENSG00000168539	2.150396209	1.02E-05	0.000194768	CHRM1	cholinergic receptor muscarinic 1
ENSG00000168542	-0.047223855	0.696771025	0.825946314	COL3A1	collagen type III alpha 1 chain
ENSG00000168546	0.029328702	0.796492722	0.886950024	GFRA2	GDNF family receptor alpha 2
ENSG00000168556	0.072406766	0.354184334	0.544816661	ING2	inhibitor of growth family member 2
ENSG00000168564	0.1726467	0.021489054	0.078289993	CDKN2AIP	CDKN2A interacting protein
ENSG00000168566	0.036707044	0.644959246	0.789199697	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48
ENSG00000168569	0.148909045	0.052509688	0.148985622	TMEM223	transmembrane protein 223
ENSG00000168575	-0.009966172	0.922312745	0.960951235	SLC20A2	solute carrier family 20 member 2
ENSG00000168589	-0.534997671	0.002378824	0.014337485	DYNLRB2	dynein light chain roadblock-type 2
ENSG00000168591	0.079946827	0.202695928	0.382465718	TMUB2	transmembrane and ubiquitin like domain containing 2
ENSG00000168610	0.114625345	0.141735875	0.300161963	STAT3	signal transducer and activator of transcription 3
ENSG00000168612	0.203926616	0.002869075	0.017420378	ZSWIM1	zinc finger SWIM-type containing 1
ENSG00000168615	0.226401507	0.052191598	0.148277094	ADAM9	ADAM metallopeptidase domain 9
ENSG00000168619	-0.078978528	0.314694225	0.509041594	ADAM18	ADAM metallopeptidase domain 18
ENSG00000168621	-0.144363087	0.070664941	0.183997254	GDNF	glial cell derived neurotrophic factor
ENSG00000168646	-0.543426588	0.004879355	0.026023228	AXIN2	axin 2
ENSG00000168653	0.164778504	0.09462149	0.226703852	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
ENSG00000168658	-0.066314002	0.527732167	0.700978762	VWA3B	von Willebrand factor A domain containing 3B
ENSG00000168661	-0.561629072	3.27E-13	6.77E-11	ZNF30	zinc finger protein 30
ENSG00000168671	-2.908421752	1.64E-16	7.86E-14	UGT3A2	UDP glycosyltransferase family 3 member A2
ENSG00000168672	-0.107981931	0.316006824	0.510437997	LRATD2	LRAT domain containing 2
ENSG00000168675	-0.136657636	0.189709176	0.365388512	LDLRAD4	low density lipoprotein receptor class A domain containing 4
ENSG00000168676	-0.149861311	0.226953195	0.412238912	KCTD19	potassium channel tetramerization domain containing 19
ENSG00000168679	0.109326673	0.358291132	0.553157731	SLC16A4	solute carrier family 16 member 4
ENSG00000168685	-0.146909188	0.244682813	0.433007808	IL7R	interleukin 7 receptor
ENSG00000168701	0.260079043	0.007923483	0.037437635	TMEM208	transmembrane protein 208
ENSG00000168702	0.014712069	0.838390436	0.912479686	LRP1B	LDL receptor related protein 1B
ENSG00000168710	0.071927357	0.307473084	0.501680999	AHCYL1	adenosylhomocysteinase like 1
ENSG00000168724	0.010232316	0.867966097	0.930071218	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21
ENSG00000168734	-0.178803438	0.033435309	0.108110342	PKIG	cAMP-dependent protein kinase inhibitor gamma
ENSG00000168743	0.679001308	0.000616806	0.004606342	NPNT	nephronectin
ENSG00000168754	-1.982764197	7.51E-07	2.14E-05	FAM178B	family with sequence similarity 178 member B
ENSG00000168758	0.07959279	0.332743299	0.52757704	SEMA4C	semaphorin 4C
ENSG00000168763	0.24460349	0.001582625	0.009501654	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
ENSG00000168765	0.264214864	0.015478043	0.06147922	GSTM4	glutathione S-transferase mu 4
ENSG00000168769	0.01603601	0.85808845	0.924328769	TET2	tet methylcytosine dioxygenase 2
ENSG00000168772	-0.014375295	0.903933456	0.951420731	CXXC4	CXXC finger protein 4
ENSG00000168778	0.08049469	0.421488544	0.611582672	TCTN2	tectonic family member 2
ENSG00000168779	-1.671946123	2.38E-08	1.15E-06	SHOX2	short stature homeobox 2
ENSG00000168781	-0.025382525	0.753047821	0.861823402	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1
ENSG00000168785	-0.217928391	0.098784326	0.233395946	TSPAN5	tetraspanin 5
ENSG00000168792	0.264484338	0.016761804	0.065306155	ABHD15	abhydrolase domain containing 15
ENSG00000168795	0.018664528	0.791412035	0.955492221	ZBTB5	zinc finger and BTB domain containing 5
ENSG00000168802	0.052052111	0.636746276	0.783421021	CHTF8	chromosome transmission fidelity factor 8
ENSG00000168803	0.209416529	0.021460244	0.078220867	ADAL	adenosine deaminase like
ENSG00000168806	0.191890041	0.006939339	0.033955053	LCMT2	leucine carboxyl methyltransferase 2
ENSG00000168807	0.051781546	0.507386394	0.684394992	SNTB2	syntrophin beta 2
ENSG00000168811	-0.456070236	0.006479796	0.032251621	IL12A	interleukin 12A
ENSG00000168813	0.044319469	0.529420448	0.701626241	ZNF507	zinc finger protein 507
ENSG00000168818	0.375875259	7.88E-08	2.74E-06	STX18	syntaxin 18
ENSG00000168824	-0.00959771	0.922252622	0.960951235	NSG1	neuronal vesicle trafficking associated 1
ENSG00000168826	-0.011972191	0.855949472	0.923000072	ZBTB49	zinc finger and BTB domain containing 49
ENSG00000168827	-0.161633085	0.017069545	0.066202417	GFM1	G elongation factor mitochondrial 1
ENSG00000168843	-0.19607746	0.000539632	0.004667773	FSTL5	follistatin like 5
ENSG00000168872	0.13309043	0.049939705	0.143624064	DDX19A	DEAD-box helicase 19A
ENSG00000168874	-0.217645927	0.109635315	0.2503791	ATOH8	atonal bHLH transcription factor 8
ENSG00000168876	0.04886717	0.483374001	0.665021424	ANKRD49	ankyrin repeat domain 49
ENSG00000168883	0.056757788	0.23483965	0.421641304	USP39	ubiquitin specific peptidase 39
ENSG00000168884	0.173053611	0.018176132	0.069367055	TNIP2	TNFAIP3 interacting protein 2
ENSG00000168887	0.012427393	0.850851599	0.920016574	C2orf68	chromosome 2 open reading frame 68
ENSG00000168890	0.111794733	0.185426606	0.322053759	TMEM150A	transmembrane protein 150A
ENSG00000168894	0.106563262	0.239662501	0.426991656	RNF181	ring finger protein 181
ENSG00000168899	-0.114894016	0.255473848	0.445553272	VAMP5	vesicle associated membrane protein 5
ENSG00000168903	-0.091619233	0.112165051	0.254410095	BTNL3	butyrophilin like 3
ENSG00000168904	0.281894807	0.004425795	0.024110931	LRRC28	leucine rich repeat containing 28
ENSG00000168906	-0.002211466	0.981888601	0.994475549	MAT2A	methionine adenosyltransferase 2A
ENSG00000168907	0.361345011	0.037570407	0.117360173	PLA2G4F	phospholipase A2 group IVF
ENSG00000168913	-0.691146312	0.000976144	0.007553325	ENHO	energy homeostasis associated
ENSG00000168916	-0.509573959	9.38E-05	0.001173701	ZNF608	zinc finger protein 608
ENSG00000168917	-0.501582773	0.000669897	0.005594024	SLC35G2	solute carrier family 35 member G2
ENSG00000168918	-0.019383759	0.854584236	0.922361739	INPP5D	inositol polyphosphate-5-phosphatase D
ENSG00000168924	0.423502586	1.33E-08	7.04E-07	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
ENSG00000168936	0.435245168	1.14E-07	4.33E-06	TMEM129	"transmembrane protein 129, E3 ubiquitin ligase"
ENSG00000168938	0.332054351	0.000834103	0.006690776	PPIC	peptidylprolyl isomerase C
ENSG00000168939	-0.109407083	0.259293891	0.450269759	SPRY3	sprouty RTK signaling antagonist 3
ENSG00000168944	-0.058798417	0.460626465	0.646025484	CEP120	centrosomal protein 120
ENSG00000168952	-0.134734125	0.25917686	0.493151714	STXBP6	syntaxin binding protein 6
ENSG00000168955	0.008354587	0.900174961	0.949180997	TM4SF20	transmembrane 4 L six family member 20
ENSG00000168958	0.389405754	2.13E-11	2.51E-09	MFF	mitochondrial fission factor
ENSG00000168961	0.313018127	0.008804481	0.040431126	LGALS9	galectin 9
ENSG00000168970	0.085956908	0.464201929	0.64896866	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough
ENSG00000168993	0.861475853	1.97E-05	0.000337593	CPLX1	complexin 1
ENSG00000168994	-0.314879093	0.001689975	0.011512291	PXDC1	PX domain containing 1
ENSG00000168995	0.117543086	0.301784374	0.496473899	SIGLEC7	sialic acid binding Ig like lectin 7
ENSG00000169016	-0.047507463	0.43417557	0.622982615	E2F6	E2F transcription factor 6
ENSG00000169018	0.040912437	0.567323711	0.732086031	FEM1B	fem-1 homolog B
ENSG00000169019	0.322277045	0.000496141	0.004416398	COMMD8	COMM domain containing 8
ENSG00000169020	0.27842543	0.032926295	0.106864497	ATP5ME	ATP synthase membrane subunit e
ENSG00000169021	0.515919593	1.10E-08	5.95E-07	UQCRFS1	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
ENSG00000169026	-0.024982477	0.822998047	0.902571676	SLC49A3	solute carrier family 49 member 3
ENSG00000169031	0.016864145	0.867935922	0.930071218	COL4A3	collagen type IV alpha 3 chain
ENSG00000169032	0.140959988	0.026624551	0.081183587	MAP2K1	mitogen-activated protein kinase kinase 1
ENSG00000169045	-0.025175822	0.726756323	0.845538362	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1
ENSG00000169047	-0.420136344	0.000422752	0.003887884	IRS1	insulin receptor substrate 1
ENSG00000169057	0.155950285	0.019360348	0.07265384	MECP2	methyl-CpG binding protein 2
ENSG00000169062	-0.030935217	0.659217289	0.79876856	UPF3A	UPF3A regulator of nonsense mediated mRNA decay
ENSG00000169067	0.078887356	0.365463418	0.560386636	ACTBL2	actin beta like 2
ENSG00000169071	-0.094665395	0.414451833	0.605126564	ROR2	receptor tyrosine kinase like orphan receptor 2
ENSG00000169083	-0.141311012	0.199207263	0.377765379	AR	androgen receptor
ENSG00000169084	0.468671518	4.90E-06	0.000106151	DHRSX	dehydrogenase/reductase X-linked
ENSG00000169085	-0.072400818	0.508837434	0.777317074	VXN	vexin
ENSG00000169087	-0.468879909	1.27E-08	6.69E-07	HSPBAP1	HSPB1 associated protein 1
ENSG00000169093	0.015360927	0.859556514	0.925383826	ASMTL	acetylserotonin O-methyltransferase like
ENSG00000169100	0.204985789	0.030705435	0.101497693	SLC25A6	solute carrier family 25 member 6
ENSG00000169105	0.16352153	0.025473192	0.088674809	CHST14	carbohydrate sulfotransferase 14
ENSG00000169116	-0.085690109	0.477889566	0.66063241	PARM1	prostate androgen-regulated mucin-like protein 1
ENSG00000169118	0.300736399	1.73E-06	4.38E-05	CSNK1G1	casein kinase 1 gamma 1
ENSG00000169122	-0.055401657	0.597582073	0.777708935	FAM110B	family with sequence similarity 110 member B
ENSG00000169126	-0.065292779	0.450492768	0.637498842	ODAD2	outer dynein arm docking complex subunit 2
ENSG00000169129	0.638862085	1.55E-06	3.99E-05	AFAP1L2	actin filament associated protein 1 like 2
ENSG00000169131	-0.010011971	0.922158345	0.960949176	ZNF354A	zinc finger protein 354A
ENSG00000169136	0.052630734	0.668317201	0.805013483	ATF5	activating transcription factor 5
ENSG00000169139	0.122412985	0.126639866	0.242699806	UBE2V2	ubiquitin conjugating enzyme E2 V2
ENSG00000169155	-0.013714731	0.866416303	0.929497114	ZBTB43	zinc finger and BTB domain containing 43
ENSG00000169169	-0.097441742	0.415673261	0.601498366	CPT1C	carnitine palmitoyltransferase 1C
ENSG00000169174	-0.58884037	0.001309513	0.009506921	PCSK9	proprotein convertase subtilisin/kexin type 9
ENSG00000169180	0.068060583	0.235494254	0.422434087	XPO6	exportin 6
ENSG00000169181	1.309610966	4.72E-05	0.000683447	GSG1L	GSG1 like
ENSG00000169184	0.948123881	1.14E-06	3.07E-05	MN1	"MN1 proto-oncogene, transcriptional regulator"
ENSG00000169188	0.023181643	0.743137376	0.855529642	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
ENSG00000169189	0.079140586	0.389196668	0.584654827	NSMCE1	"NSE1 homolog, SMC5-SMC6 complex component"
ENSG00000169193	-0.324624087	6.16E-05	0.000848639	CCDC126	coiled-coil domain containing 126
ENSG00000169203	0.218719717	0.118800349	0.264498472	NPIPB12	nuclear pore complex interacting protein family member B12
ENSG00000169213	0.60043997	0.004402405	0.024032898	RAB3B	"RAB3B, member RAS oncogene family"
ENSG00000169217	-0.031064942	0.672843745	0.808216243	CD2BP2	CD2 cytoplasmic tail binding protein 2
ENSG00000169218	-0.035496555	0.689565681	0.814671486	RSPO1	R-spondin 1
ENSG00000169220	-0.130843231	0.193763931	0.370522291	RGS14	regulator of G protein signaling 14
ENSG00000169221	-0.005794059	0.930371462	0.965390787	TBC1D10B	TBC1 domain family member 10B
ENSG00000169223	0.080827884	0.327490929	0.522515703	LMAN2	"lectin, mannose binding 2"
ENSG00000169224	0.301881736	0.048717673	0.141153182	GCSAML	germinal center associated signaling and motility like
ENSG00000169228	0.153631074	0.096372872	0.229528461	RAB24	"RAB24, member RAS oncogene family"
ENSG00000169230	0.222202386	0.006259956	0.027786602	PRELID1	PRELI domain containing 1
ENSG00000169231	0.011213975	0.906420303	0.952831707	THBS3	thrombospondin 3
ENSG00000169239	-0.090920517	0.434672744	0.62324516	CA5B	carbonic anhydrase 5B
ENSG00000169241	-0.031907161	0.736108399	0.851546987	SLC50A1	solute carrier family 50 member 1
ENSG00000169242	-0.143863668	0.18395989	0.358004222	EFNA1	ephrin A1
ENSG00000169245	-0.064125195	0.496688269	0.611639963	CXCL10	C-X-C motif chemokine ligand 10
ENSG00000169246	0.290205877	0.029115607	0.097608477	NPIPB3	nuclear pore complex interacting protein family member B3
ENSG00000169247	-0.083685104	0.477573406	0.660310142	SH3TC2	SH3 domain and tetratricopeptide repeats 2
ENSG00000169248	-0.132578243	0.170453321	0.337293489	CXCL11	C-X-C motif chemokine ligand 11
ENSG00000169249	0.224004609	0.003498156	0.02019163	ZRSR2	"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
ENSG00000169251	-0.127040969	0.071445926	0.162111685	NMD3	NMD3 ribosome export adaptor
ENSG00000169252	-1.268191159	2.66E-12	4.35E-10	ADRB2	adrenoceptor beta 2
ENSG00000169255	-0.375673819	0.003052507	0.018278268	B3GALNT1	"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
ENSG00000169258	0.027354537	0.807102475	0.893012228	GPRIN1	G protein regulated inducer of neurite outgrowth 1
ENSG00000169271	-0.042539457	0.501237753	0.679329711	HSPB3	heat shock protein family B (small) member 3
ENSG00000169282	-0.08822956	0.389213987	0.582941291	KCNAB1	potassium voltage-gated channel subfamily A regulatory beta subunit 1
ENSG00000169288	0.155296084	0.053874202	0.151756164	MRPL1	mitochondrial ribosomal protein L1
ENSG00000169291	-0.887170163	6.69E-09	3.91E-07	SHE	Src homology 2 domain containing E
ENSG00000169297	0.013393377	0.823159675	0.902677283	NR0B1	nuclear receptor subfamily 0 group B member 1
ENSG00000169299	-0.061582119	0.564293224	0.72983162	PGM2	phosphoglucomutase 2
ENSG00000169302	0.086801621	0.463491365	0.648241192	STK32A	serine/threonine kinase 32A
ENSG00000169306	-1.498718405	2.29E-05	0.000451727	IL1RAPL1	interleukin 1 receptor accessory protein like 1
ENSG00000169313	-0.060002554	0.611810397	0.765784046	P2RY12	purinergic receptor P2Y12
ENSG00000169314	0.141137821	0.261237133	0.452484793	C22orf15	chromosome 22 open reading frame 15
ENSG00000169330	0.264657045	0.074441444	0.18901051	MINAR1	membrane integral NOTCH2 associated receptor 1
ENSG00000169359	0.014986312	0.839897957	0.836664403	SLC33A1	solute carrier family 33 member 1
ENSG00000169371	0.201792862	0.001012973	0.007767753	SNUPN	snurportin 1
ENSG00000169372	-0.016174197	0.836992811	0.911644932	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain
ENSG00000169375	0.067374939	0.278926948	0.416621354	SIN3A	SIN3 transcription regulator family member A
ENSG00000169379	-0.473292571	3.15E-06	7.29E-05	ARL13B	ADP ribosylation factor like GTPase 13B
ENSG00000169385	-0.092718698	0.363350676	0.553813729	RNASE2	ribonuclease A family member 2
ENSG00000169398	-0.038601245	0.634819165	0.782405766	PTK2	protein tyrosine kinase 2
ENSG00000169403	0.23615967	0.038905068	0.120113796	PTAFR	platelet activating factor receptor
ENSG00000169410	0.143048646	0.032660644	0.106238386	PTPN9	protein tyrosine phosphatase non-receptor type 9
ENSG00000169413	0.212569391	0.066330954	0.17605599	RNASE6	ribonuclease A family member k6
ENSG00000169418	0.020783471	0.851480115	0.920552417	NPR1	natriuretic peptide receptor 1
ENSG00000169427	0.051345975	0.582945366	0.739172114	KCNK9	potassium two pore domain channel subfamily K member 9
ENSG00000169429	-0.623963497	0.002590488	0.016068303	CXCL8	C-X-C motif chemokine ligand 8
ENSG00000169432	-1.283439737	2.32E-08	1.12E-06	SCN9A	sodium voltage-gated channel alpha subunit 9
ENSG00000169435	-0.001871649	0.993601816	1	RASSF6	Ras association domain family member 6
ENSG00000169436	2.172301968	9.16E-09	5.12E-07	COL22A1	collagen type XXII alpha 1 chain
ENSG00000169439	0.352517368	0.002069208	0.013420473	SDC2	syndecan 2
ENSG00000169442	0.039110527	0.722460585	0.843118077	CD52	CD52 molecule
ENSG00000169446	0.032809306	0.679422009	0.813424242	MMGT1	membrane magnesium transporter 1
ENSG00000169490	0.062813877	0.461040974	0.646258804	TM2D2	TM2 domain containing 2
ENSG00000169495	0.107765903	0.326552317	0.521644039	HTRA4	HtrA serine peptidase 4
ENSG00000169499	0.35112624	0.001040734	0.007938126	PLEKHA2	pleckstrin homology domain containing A2
ENSG00000169504	0.047725933	0.600166412	0.757142778	CLIC4	chloride intracellular channel 4
ENSG00000169507	-0.987450125	3.02E-05	0.000475601	SLC38A11	solute carrier family 38 member 11
ENSG00000169508	-0.007711425	0.946591156	0.974869566	GPR183	G protein-coupled receptor 183
ENSG00000169515	0.116786727	0.339563069	0.534029038	CCDC8	coiled-coil domain containing 8
ENSG00000169519	0.045936939	0.478136892	0.660744581	METTL15	methyltransferase like 15
ENSG00000169550	-0.079267338	0.021049657	0.077136806	MUC15	"mucin 15, cell surface associated"
ENSG00000169554	-0.089338473	0.396931694	0.531667486	ZEB2	zinc finger E-box binding homeobox 2
ENSG00000169562	-0.02496051	0.831554788	0.908022659	GJB1	gap junction protein beta 1
ENSG00000169564	0.106728373	0.298454094	0.493069313	PCBP1	poly(rC) binding protein 1
ENSG00000169567	0.12578064	0.124968129	0.275419866	HINT1	histidine triad nucleotide binding protein 1
ENSG00000169570	-0.232899851	0.00645583	0.032152458	DTWD2	DTW domain containing 2
ENSG00000169583	0.092504855	0.397638765	0.589893065	CLIC3	chloride intracellular channel 3
ENSG00000169592	0.002678493	0.969152514	0.98778486	INO80E	INO80 complex subunit E
ENSG00000169594	0.385142441	0.022882805	0.081806113	BNC1	basonuclin 1
ENSG00000169598	0.00075388	0.991453296	1	DFFB	DNA fragmentation factor subunit beta
ENSG00000169599	0.42876113	1.17E-09	8.66E-08	NFU1	NFU1 iron-sulfur cluster scaffold
ENSG00000169604	0.041985366	0.725896229	0.845015111	ANTXR1	ANTXR cell adhesion molecule 1
ENSG00000169607	-0.109206025	0.338637661	0.533285653	CKAP2L	cytoskeleton associated protein 2 like
ENSG00000169609	0.13449839	0.039865197	0.122302486	C15orf40	chromosome 15 open reading frame 40
ENSG00000169612	0.028345883	0.683399779	0.816588286	RAMAC	RNA guanine-7 methyltransferase activating subunit
ENSG00000169621	-0.426079018	6.14E-05	0.000846285	APLF	aprataxin and PNKP like factor
ENSG00000169627	0.053841961	0.629137903	0.778024379	BOLA2B	bolA family member 2B
ENSG00000169629	-0.368555387	0.005605129	0.028880339	RGPD8	RANBP2 like and GRIP domain containing 8
ENSG00000169635	0.057771714	0.581059308	0.743202498	HIC2	HIC ZBTB transcriptional repressor 2
ENSG00000169641	-0.049620465	0.516280392	0.691465587	LUZP1	leucine zipper protein 1
ENSG00000169660	-0.222157593	0.012965317	0.054096302	HEXD	hexosaminidase D
ENSG00000169679	-0.024904763	0.818339513	0.899977292	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
ENSG00000169682	0.007746711	0.942731334	0.972531836	SPNS1	sphingolipid transporter 1 (putative)
ENSG00000169683	-0.437860246	9.92E-05	0.001224058	LRRC45	leucine rich repeat containing 45
ENSG00000169684	0.089469889	0.455050267	0.641285395	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit
ENSG00000169689	-0.119169827	0.251331424	0.440645309	CENPX	centromere protein X
ENSG00000169692	-0.010573046	0.920081727	0.959707476	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
ENSG00000169696	-0.262816636	0.031612345	0.103676671	ASPSCR1	"ASPSCR1 tether for SLC2A4, UBX domain containing"
ENSG00000169710	-0.209984753	0.081009314	0.202808079	FASN	fatty acid synthase
ENSG00000169714	-0.168077113	0.003414255	0.019841768	CNBP	CCHC-type zinc finger nucleic acid binding protein
ENSG00000169715	-0.12008976	0.195779453	0.373133709	MT1E	metallothionein 1E
ENSG00000169718	-0.158084448	0.072185781	0.187425985	DUS1L	dihydrouridine synthase 1 like
ENSG00000169727	-0.193307161	0.021500208	0.078318671	GPS1	G protein pathway suppressor 1
ENSG00000169733	-0.381396806	0.000161058	0.001811991	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ENSG00000169738	-0.576139659	0.000233404	0.002414612	DCXR	dicarbonyl and L-xylulose reductase
ENSG00000169740	-0.036055419	0.629084079	0.778024379	ZNF32	zinc finger protein 32
ENSG00000169744	0.156675086	0.149418157	0.342311053	LDB2	LIM domain binding 2
ENSG00000169750	-0.107160577	0.340152268	0.534563407	RAC3	Rac family small GTPase 3
ENSG00000169752	-0.077631897	0.487996329	0.668675498	NRG4	neuregulin 4
ENSG00000169756	-0.088469036	0.27034634	0.408382308	LIMS1	LIM zinc finger domain containing 1
ENSG00000169758	0.438712033	0.008004276	0.037383504	TMEM266	transmembrane protein 266
ENSG00000169760	0.447914938	0.006277541	0.031473621	NLGN1	neuroligin 1
ENSG00000169762	0.199051695	0.008799778	0.040429929	TAPT1	transmembrane anterior posterior transformation 1
ENSG00000169764	0.093506426	0.303585817	0.498097885	UGP2	UDP-glucose pyrophosphorylase 2
ENSG00000169783	1.446719769	8.37E-11	8.35E-09	LINGO1	leucine rich repeat and Ig domain containing 1
ENSG00000169813	-0.052245811	0.341069473	0.537845966	HNRNPF	heterogeneous nuclear ribonucleoprotein F
ENSG00000169814	0.087523638	0.322431033	0.519271722	BTD	biotinidase
ENSG00000169826	-0.126049331	0.112621687	0.255050595	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
ENSG00000169851	0.245475294	0.090978699	0.220276855	PCDH7	protocadherin 7
ENSG00000169855	-1.479475228	1.43E-13	3.25E-11	ROBO1	roundabout guidance receptor 1
ENSG00000169856	0.485013268	0.003003105	0.018064065	ONECUT1	one cut homeobox 1
ENSG00000169857	-0.099754215	0.230334185	0.456675901	AVEN	apoptosis and caspase activation inhibitor
ENSG00000169860	-0.211491103	0.072956588	0.188020065	P2RY1	purinergic receptor P2Y1
ENSG00000169862	1.281111771	0.000235185	0.002425666	CTNND2	catenin delta 2
ENSG00000169871	0.121925545	0.077319729	0.196269362	TRIM56	tripartite motif containing 56
ENSG00000169884	0.097138334	0.37587432	0.570156913	WNT10B	Wnt family member 10B
ENSG00000169885	-0.352869742	0.021553622	0.078475909	CALML6	calmodulin like 6
ENSG00000169891	-0.627300477	1.80E-06	4.50E-05	REPS2	RALBP1 associated Eps domain containing 2
ENSG00000169894	1.259819988	1.13E-05	0.000211847	MUC3A	"mucin 3A, cell surface associated"
ENSG00000169895	0.180572186	0.016880809	0.065631574	SYAP1	synapse associated protein 1
ENSG00000169896	-0.06192988	0.571626256	0.798179581	ITGAM	integrin subunit alpha M
ENSG00000169902	0.231093141	0.039538953	0.12152039	TPST1	tyrosylprotein sulfotransferase 1
ENSG00000169903	0.934943801	1.41E-05	0.000256598	TM4SF4	transmembrane 4 L six family member 4
ENSG00000169905	0.398231722	1.02E-05	0.000194768	TOR1AIP2	torsin 1A interacting protein 2
ENSG00000169908	-0.046996928	0.66160994	0.800210056	TM4SF1	transmembrane 4 L six family member 1
ENSG00000169914	-0.204399167	0.044342813	0.132015744	OTUD3	OTU deubiquitinase 3
ENSG00000169918	-0.080324971	0.461466126	0.646538977	OTUD7A	OTU deubiquitinase 7A
ENSG00000169919	0.059002104	0.476706745	0.659685371	GUSB	glucuronidase beta
ENSG00000169925	-0.118308919	0.179609192	0.351976577	BRD3	bromodomain containing 3
ENSG00000169926	-0.002245376	0.981168314	0.994031163	KLF13	KLF transcription factor 13
ENSG00000169946	-0.057154064	0.615869421	0.768902078	ZFPM2	"zinc finger protein, FOG family member 2"
ENSG00000169951	-0.165161607	0.015939367	0.062786907	ZNF764	zinc finger protein 764
ENSG00000169955	-0.105134927	0.183410993	0.357325656	ZNF747	zinc finger protein 747
ENSG00000169957	0.145861531	0.054152986	0.152235874	ZNF768	zinc finger protein 768
ENSG00000169962	0.031996707	0.777329731	0.870809581	TAS1R3	taste 1 receptor member 3
ENSG00000169964	-0.345964306	4.59E-05	0.000669495	TMEM42	transmembrane protein 42
ENSG00000169967	0.123419766	0.081803731	0.178349992	MAP3K2	mitogen-activated protein kinase kinase kinase 2
ENSG00000169972	0.29081514	0.007587847	0.03765084	PUSL1	pseudouridine synthase like 1
ENSG00000169976	-0.041127588	0.661958743	0.800320501	SF3B5	splicing factor 3b subunit 5
